success,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,ip,user_agent,device,browser,browser_version,platform,platform_version,rt,stimulus,response,task,timeout,failed_images,failed_audio,failed_video,question_order
,html-button-response,1,6404,0.0-1.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,2720,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,26911,0.0-2.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,20504,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,26914,0.0-3.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,,,,,false,[],[],[],
,audio-button-response,4,46237,0.0-4.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,18864,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,82104,0.0-5.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,35862,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,155697,0.0-6.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,73579,,"{""image_response1"":[""Courgette"",""Potato"",""Bread"",""Donut"",""Orange"",""Raspberry"",""Strawberry"",""Aubergine"",""Cucumber"",""Pommegranate"",""Apple"",""Tomato"",""Croissant"",""Fries"",""Salmon"",""Bell pepper""]}",multi_select1,,,,,[0]
,audio-button-response,7,172943,0.0-7.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,16725,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,207118,0.0-8.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,34169,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,293427,0.0-9.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,86299,,"{""image_response2"":[""Clownfish"",""Elephant"",""Lion"",""Polar bear"",""Rainbow"",""Helicopter"",""Thunder"",""Boat"",""Tree"",""Dolphin""]}",multi_select2,,,,,[0]
,audio-button-response,10,311253,0.0-10.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,17376,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,344206,0.0-11.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,32951,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,377223,0.0-12.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,33009,,"{""image_response3"":[""Muscle"",""Stethoscope"",""Gloves"",""Injury"",""Coffee"",""Wheelchair"",""Hospital""]}",multi_select3,,,,,[0]
,audio-button-response,13,425315,0.0-13.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,47632,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,459022,0.0-14.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,33704,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,500835,0.0-15.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,41805,,"{""image_response4"":[""Bed"",""Desk"",""Spatula"",""Pan"",""Bottle"",""Mixer""]}",multi_select4,,,,,[0]
true,fullscreen,16,501841,0.0-16.0,5,1,2023-07-28 12:38:07,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/115.0,Macintosh,Firefox,115.0,OS X,10.15,,,,,,,,,
true,fullscreen,0,2339,0.0-0.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,,,,,
,html-button-response,1,15387,0.0-1.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,13046,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,28375,0.0-2.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,12988,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,28376,0.0-3.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],
,audio-button-response,4,45784,0.0-4.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,16848,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,84581,0.0-5.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,38794,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,132157,0.0-6.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,47566,,"{""image_response1"":[""Courgette"",""Potato"",""Bread"",""Donut"",""Lemon"",""Orange"",""Raspberry"",""Strawberry"",""Aubergine"",""Cucumber"",""Pommegranate"",""Apple"",""Tomato"",""Croissant"",""Fries"",""Crisps"",""Salmon"",""Bell pepper""]}",multi_select1,,,,,[0]
,audio-button-response,7,150187,0.0-7.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,16979,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,182527,0.0-8.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,32340,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,236128,0.0-9.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,53594,,"{""image_response2"":[""Clownfish"",""Fire"",""Tiger"",""Elephant"",""Volcano"",""Polar bear"",""Rainbow"",""Parrot"",""Thunder"",""Tree"",""Dolphin"",""Butterfly""]}",multi_select2,,,,,[0]
,audio-button-response,10,253845,0.0-10.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,17109,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,287134,0.0-11.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,33288,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,337184,0.0-12.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,50043,,"{""image_response3"":[""Heart"",""Liver"",""Bone"",""Stethoscope"",""Brain"",""Blood"",""Gloves"",""Injury"",""Coffee"",""Scissors"",""Alcohol"",""Wheelchair"",""Hospital"",""Bandage""]}",multi_select3,,,,,[0]
,audio-button-response,13,354704,0.0-13.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,16949,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,388497,0.0-14.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,33791,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,444221,0.0-15.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,55718,,"{""image_response4"":[""Bed"",""Desk"",""Spatula"",""Cutlery"",""Toilet"",""Lamp"",""Pan"",""Bottle"",""Glass"",""Fridge"",""Mirror""]}",multi_select4,,,,,[0]
true,fullscreen,16,445225,0.0-16.0,6,1,2023-07-28 12:38:09,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,,,,,
true,fullscreen,0,3418,0.0-0.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,,,,,
,html-button-response,1,5422,0.0-1.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,1999,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,11951,0.0-2.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,6528,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,11953,0.0-3.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,false,[],[],[],
,audio-button-response,4,29286,0.0-4.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,16480,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,68388,0.0-5.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,39099,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,97944,0.0-6.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,29543,,"{""image_response1"":[""Potato"",""Donut"",""Blueberries"",""Orange"",""Apple"",""Tomato""]}",multi_select1,,,,,[0]
,audio-button-response,7,116232,0.0-7.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,17571,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,148481,0.0-8.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,32246,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,182706,0.0-9.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,34215,,"{""image_response2"":[""Lion"",""Polar bear"",""Rainbow"",""Parrot"",""Helicopter"",""Moon"",""Dolphin"",""Butterfly""]}",multi_select2,,,,,[0]
,audio-button-response,10,200978,0.0-10.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,17389,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,233152,0.0-11.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,32171,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,265469,0.0-12.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,32307,,"{""image_response3"":[""Brain"",""Intestines"",""EEG"",""MRI""]}",multi_select3,,,,,[0]
,audio-button-response,13,285477,0.0-13.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,19120,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,319131,0.0-14.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,33651,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,341424,0.0-15.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,22283,,"{""image_response4"":[""Desk"",""Cutlery"",""Pan"",""Pot"",""Mixer""]}",multi_select4,,,,,[0]
true,fullscreen,16,342428,0.0-16.0,7,1,2023-07-28 12:38:13,b2c816d5360f491c73de124b599fb059,,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,,Firefox,115.0,Windows,10.0,,,,,,,,,
true,fullscreen,0,3328,0.0-0.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,,,,,
,html-button-response,1,5096,0.0-1.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,1766,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,18096,0.0-2.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,12999,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,18097,0.0-3.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,,,,,false,[],[],[],
,audio-button-response,4,35830,0.0-4.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,17320,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,69602,0.0-5.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,33769,image_1.jpg,0,image_button1,,,,,
,survey-multi-select,6,116458,0.0-6.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,46844,,"{""image_response1"":[""Potato"",""Bread"",""Donut"",""Orange"",""Raspberry"",""Aubergine"",""Cucumber"",""Pommegranate"",""Tomato"",""Salmon"",""Bell pepper""]}",multi_select1,,,,,[0]
,audio-button-response,7,137052,0.0-7.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,20168,metal_audio_1.wav,0,audio_button2,,,,,
,image-button-response,8,169313,0.0-8.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,32259,image_2.jpg,0,image_button2,,,,,
,survey-multi-select,9,231107,0.0-9.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,61787,,"{""image_response2"":[""Clownfish"",""Bee"",""Fire"",""Flower"",""Volcano"",""Lion"",""Polar bear"",""Rainbow"",""Parrot"",""Helicopter"",""Thunder"",""Boat"",""Tree"",""Dolphin"",""Butterfly"",""Ant""]}",multi_select2,,,,,[0]
,audio-button-response,10,257091,0.0-10.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,25424,metal_audio_2.wav,0,audio_button3,,,,,
,image-button-response,11,289901,0.0-11.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,32809,image_3.jpg,0,image_button3,,,,,
,survey-multi-select,12,335526,0.0-12.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,45617,,"{""image_response3"":[""Heart"",""Liver"",""Bone"",""Muscle"",""Stethoscope"",""Medication"",""Vaccin"",""Blood"",""Gloves"",""Coffee"",""Scissors"",""Alcohol"",""Wheelchair"",""Hospital"",""Virus""]}",multi_select3,,,,,[0]
,audio-button-response,13,353474,0.0-13.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,17536,classic_audio_2.wav,0,audio_button4,,,,,
,image-button-response,14,382244,0.0-14.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,28769,image_4.jpg,0,image_button4,,,,,
,survey-multi-select,15,412216,0.0-15.0,8,1,2023-07-28 12:38:29,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Safari/537.36",WebKit,Chrome,115.0.0.0,Windows,10.0,29965,,"{""image_response4"":[""Bed"",""Desk"",""Cutlery"",""Toilet"",""Sink"",""Pan"",""Bottle"",""Oven"",""Glass"",""Mixer"",""Chair"",""Fridge"",""Pillow""]}",multi_select4,,,,,[0]
true,fullscreen,0,2573,0.0-0.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,,,,,
,html-button-response,1,4135,0.0-1.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,1561,Welcome to the experiment of group 1,0,,,,,,
,html-button-response,2,15312,0.0-2.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,11176,"
        <p>In this experiment, you will hear 4 songs playing.</p>
        <p> After each track, you will see an image. You will have 30s to memorise as many items as possible </p>
        <p> Then, you will need to select at most 18 items you remember.</p>",0,instruction,,,,,
true,preload,3,15314,0.0-3.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,,,,,false,[],[],[],
,audio-button-response,4,33360,0.0-4.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,17560,classic_audio_1.wav,0,audio_button1,,,,,
,image-button-response,5,54224,0.0-5.0,9,1,2023-07-28 12:38:41,b2c816d5360f491c73de124b599fb059,,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",Macintosh,Chrome,114.0.0.0,OS X,10_15_7,20862,image_1.jpg,0,image_button1,,,,,
